"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"5286",140000,"2","2","1",38,0,0,2,0,0,0,84539,96604,90785,95736,95912,97070,18000,0,10000,5000,6000,6000,"0"
"5287",80000,"2","3","1",28,0,0,0,0,0,0,75903,34137,32390,32651,32170,31493,2014,1705,2000,2000,3000,3000,"0"
"5288",250000,"1","1","1",34,0,0,0,0,0,0,279640,252913,243075,245750,175005,179687,65000,8800,9011,6000,7000,6009,"0"
"5289",240000,"2","2","1",37,0,-1,-1,0,-1,-1,1854,1346,3195,1932,7363,1546,1346,3195,0,7383,1546,4390,"0"
"5290",340000,"2","1","1",34,0,0,0,0,0,0,254219,252984,252180,250359,203580,192415,9500,9780,9425,7500,6800,7200,"0"
"5291",5e+05,"2","1","2",40,-1,-1,-1,-1,-2,-1,5158,5514,14199,1537,1537,5517,5514,14220,1537,1537,5517,550,"0"
"5292",130000,"2","2","2",26,0,0,0,0,0,0,187600,185945,183828,164667,132746,57989,6074,6037,4646,4230,1941,2151,"0"
"5293",290000,"2","1","2",32,1,-2,-1,0,-1,-1,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0,"0"
"5294",20000,"2","1","2",25,-2,-2,-2,-1,-1,-1,0,0,0,43048.5446433073,16321,286,0,0,6000,16321,286,0,"0"
"5295",50000,"2","2","2",23,0,0,-1,2,0,0,21998,15299,32514,26479,27396,27789,2063,33730,0,1500,1000,1019,"0"
"5296",230000,"2","1","2",33,0,0,0,0,0,0,181532,187639,193252,200648,203103,207573,9000,10000,12000,7130,7600,8100,"0"
"5297",150000,"2","2","1",50,-2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5298",120000,"1","1","1",54,-2,-2,-2,-2,-2,-2,0,0,0,7000,0,0,0,0,7000,0,0,0,"0"
"5299",530000,"1","1","2",30,0,0,0,0,0,0,205848,214022,393664,235392,232640,239004,13000,20000,10000,10000,10000,9000,"0"
"5300",310000,"2","3","1",39,-1,0,0,0,0,0,11819,14300,18731,23078,27354,31725,3000,5000,5000,5000,5000,5000,"0"
"5301",30000,"1","2","2",35.4763469119579,3,2,0,0,0,0,30311,31213,30425,30062,30270,29176,1700,0,1310,908,915,1052,"0"
"5302",150000,"2","2","2",24,1,-2,-1,-1,-1,-1,0,0,3230,1085,10000,0,0,3230,1085,10000,0,0,"0"
"5303",3e+05,"2","2","2",36,-1,2,2,-1,-1,-1,1041,654,0,780,70,430,3,0,780,150,710,1000,"0"
"5304",120000,"1","1","2",29,0,0,0,0,0,0,30101,31281,30180,30471,31110,31728,2000,2000,1090,1129,1135,1200,"0"
"5305",20000,"2","2","1",46,3,2,2,2,3,5,11698,13189,14663,16109,19525,38798.6761096804,2000,2000,2000,4000,0,1000,"1"
"5306",90000,"2","2","2",24,0,0,0,0,0,2,83590,84960,85744,79963,70021,70853,3200,3110,4677,3200,2500,2500,"0"
"5307",130000,"1","1","1",58,0,0,0,0,0,-1,137671,139089,50093,49303,14772,150,4300,1500,0,0,1233,870,"0"
"5308",450000,"2","3","2",44,-2,-2,-2,0,-1,-1,11150,4281,0,2442,14234,-2988,4281,0,2442,14234,452,0,"0"
"5309",210000,"1","2","2",25,0,0,0,0,0,0,96518,35523,34809,25199,25395,25692,1681,1409,886,912,1035,900,"0"
"5310",250000,"2","1","2",34,2,0,0,0,0,0,212681,193296,194659,196481,196256,195370,9917,7350,7231,6603,6797,7557,"0"
"5311",2e+05,"2","2","1",41,0,0,0,0,0,0,51041.1217259652,43764,44030,48466,49183,46919,3000,2000,5000,2000,3000,3000,"0"
"5312",360000,"2","2","1",34,-1,0,0,-1,-1,-2,4874,9561,5866,1297,0,0,5000,1166,1297,0,0,0,"0"
"5313",220000,"1","1","2",29,2,2,2,2,2,2,124820,126740,121910,89608,53535,36312,6300,0,6000,2500,0,1500,"1"
"5314",150000,"1","2","1",35,0,0,0,0,0,0,129564,125063,118843,137751,141330,146389,10076,10050,30000,5000,6088,5150,"0"
"5315",20000,"1","2","2",33,0,0,0,0,0,0,36658,19253,20179,18800,19500,0,4000,1409,0,1000,0,0,"0"
"5316",120000,"1","1","2",33,0,0,0,0,0,0,8578,6492,8268,6672,11724,4642,5502,7921,5700,10834,4000,3500,"0"
"5317",1e+05,"2","1","2",25,1,2,0,0,0,0,97271,88596,89218,63243,42510,41221,0,4950,2400,1200,1400,1203,"1"
"5318",250000,"2","2","1",36,1,-1,-1,0,0,-1,-26,8966,4559,3110,0,664,8992,4563,24,0,664,698,"0"
"5319",150000,"2","3","2",28,0,0,0,0,0,0,100623,101593,101886,101441,100829,101913,4700,4000,4032,3410,4000,3665,"0"
"5320",50000,"2","3","1",26,-1,2,0,0,0,0,6064,5432,6090,6626,6513,6097,0,1136,1062,339,187,364,"1"
"5321",50000,"2","1","2",52,2,0,0,0,-2,-1,6379,3257,4166,0,0,318,1091,1000,0,0,318,0,"0"
"5322",2e+05,"1","2","1",41,0,0,0,0,0,0,51995,52442,46472,48692,50571,51756,4000,2000,3000,3000,2000,2000,"1"
"5323",420000,"1","1","2",36,-1,-1,-1,2,2,2,9464,37856,31429,22483,16437,-2474,40146,23040,63,104,23,50212,"0"
"5324",2e+05,"2","2","2",46,-2,-2,-2,-2,-2,-2,430,430,430,5241,430,59415,430,430,5241,439,59415,1999,"0"
"5325",3e+05,"1","1","2",38,-1,-1,-1,-1,-1,-1,390,390,390,374,284,1064,5495.85623358254,390,374,300,1170,1170,"0"
"5326",5e+05,"2","1","2",37,-1,-1,0,0,0,0,5946,132696,141204,160275,138067,117049,140000,25012,40022,3024,0,90000,"0"
"5327",260000,"2","2","1",34,0,0,0,0,0,0,135489,138509,138076,110044,111906,104073,5007,5003,5004,4052,4010,3835,"0"
"5328",180000,"1","1","2",31,-2,-2,-2,-2,-2,-2,3580,0,0,0,7108,1300,0,0,0,7108,1300,0,"0"
"5329",130000,"2","1","2",33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5330",2e+05,"2","1","1",38,-1,-1,0,-1,-1,-1,5221,6875,5129,14997,2996,5525,6877,5129,17653,2996,6143,3538,"0"
"5331",80000,"2","2","1",30,0,0,0,0,0,0,22113,21507,13207,13997,10914,10685,1600,1700,1400,200,4828.11669441501,0,"0"
"5332",160000,"2","3","1",53,0,0,0,0,0,0,95907,108036,110538,130873,134524,135264,15325,5731,24677,5753,5325,6000,"0"
"5333",20000,"1","2","1",38,2,2,2,2,2,2,6313,8625,8338,9199,9378,9081,2426,0,5208.03380836871,471,0,482,"0"
"5334",2e+05,"1","1","3",45,0,0,0,0,0,0,74416,75891,77516,79088,80141,38798.6761096804,3061,3200,3196,2700,2714,8918,"0"
"5335",120000,"2","2","1",25,2,0,0,2,0,0,17488,19002,20805,18271,18128,16405,3000,3000,0,961,2000,2056,"1"
"5336",160000,"2","3","2",32,0,0,0,0,0,0,56099,41085,35673,28880,27678,25518,3000,3030,2000,5000,4000,3018,"0"
"5337",360000,"1","1","2",31,1,-1,-1,-1,0,0,0,4260,3278,580,580,0,4260,3278,580,0,0,0,"0"
"5338",50000,"2","2","2",22,0,0,0,0,0,0,18471,19483,19431,19307,19361,19738,1329,1307,683,857,856,834,"0"
"5339",150000,"2","1","2",27,-1,-1,-1,0,0,-2,222,3,3359,2924,0,0,3,3461,261,0,0,0,"0"
"5340",50000,"1","2","2",60,0,0,0,0,0,0,51078,50649,36384,32913,9397,9755,2013,2505,2100,500,500,500,"0"
"5341",220000,"2","2","1",54,-1,-1,-1,-1,-2,-2,8727,2553,147,0,0,0,3011,147,0,0,0,0,"0"
"5342",230000,"2","2","1",40,0,0,0,0,0,0,33907,35038,36574,36985,37701,30735,2000,2100,1500,1000,1000,1000,"0"
"5343",150000,"2","2","1",44,0,0,0,0,0,0,61951,55504,22050,17360,17360,12000,15000,1200,0,0,0,0,"0"
"5344",270000,"2","1","1",36,-2,-2,-2,-2,-2,-2,3291,0,0,0,0,0,0,0,0,0,0,0,"0"
"5345",450000,"1","1","1",34,-2,-2,-2,-2,-2,-2,-9,1844,0,0,0,0,1853,0,0,0,0,0,"1"
"5346",230000,"2","2","2",29,-1,-1,-1,-1,-1,-1,2624,1149,2140,3313,3750,2491,1149,2140,3313,3750,2491,9785,"0"
"5347",120000,"2","2","1",33,0,0,0,0,0,0,46640,50865,54401,57873,61917,63880,5000,5000,5000,5000,3000,3000,"0"
"5348",1e+05,"1","2","2",26,-1,2,-1,0,-1,-1,214,107,214,107,107,38362,0,214,0,107,38362,1600,"1"
"5349",30000,"1","2","1",48,0,0,0,-1,-1,-1,29428,19950,24514,4083,6234,0,1402,10096,4083,6255,0,0,"0"
"5350",140000,"2","3","2",24,1,2,2,2,0,0,42897,45739,46468,45422,46371,47297,3821,1775,0,1833,1850,2000,"1"
"5351",50000,"1","2","1",25,0,0,0,0,0,0,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,"0"
"5352",340000,"2","1","2",29,0,0,0,0,0,0,132024,135687,138933,139824,142461,145269,6400,7000,5000,5200,5500,25000,"0"
"5353",30000,"2","3","2",28,-1,-1,-1,-1,-1,2,8432,25460,557,1299,600,450,25460,1000,1306,600,0,11961,"0"
"5354",320000,"1","1","2",57,0,0,0,0,0,0,234704,242324,241384,156047,153955,133407,11000,12000,7500,6200,4600,5000,"0"
"5355",310000,"2","3","1",45,0,0,0,0,0,0,311401,218298,222424,220058,199376,189840,21084,20000,12000,15000,8000,15000,"0"
"5356",2e+05,"2","2","1",41,1,-2,-1,-1,-2,-1,0,0,650,0,0,38798.6761096804,0,650,0,0,89,0,"0"
"5357",260000,"2","1","2",28,0,0,0,0,0,0,63504,66283,67341,54725,36117,35144,4000,3002,2000,2000,2464,1000,"0"
"5358",20000,"1","2","1",40,0,0,0,0,0,0,10288,9276,5622,19263,18433,26132,3010,2010,15000,4000,2000,2000,"0"
"5359",90000,"1","2","2",29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5360",260000,"1","1","1",39,0,0,0,0,0,0,5992,7000,8024,9185,9384,9426,1116,1140,1301,500,341,343,"0"
"5361",360000,"1","3","1",42,-1,-1,-1,0,-1,-1,25988,1815,22648,19433,16708,24047,1815,22674,95,16790,24283,17387,"0"
"5362",230000,"2","2","2",25,0,0,-1,0,-1,-1,10379,7835,8926,13283,20060,3904,2255,8926,5291,20060,3904,13000,"0"
"5363",230000,"2","1","1",31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5364",1e+05,"1","2","2",30,0,0,0,0,0,0,44953,46922,48677,49496,51010,32630,3000,3000,2000,2000,2000,2000,"0"
"5365",5e+05,"2","2","1",37,0,0,0,0,0,0,71455,79079,73583,79481,115741,168319,10004,10104,10000,40000,10000,10000,"0"
"5366",5e+05,"2","1","2",32,0,0,0,0,0,0,298809,304686,307591,312314,318647,325369,12475,12650,11354,11545,12000,11000,"1"
"5367",1e+05,"2","1","2",26,1,2,2,2,0,-1,3144,2949,4480,764,528,933,0,1795,0,13,933,3000,"0"
"5368",50000,"2","2","1",37,-1,-1,-1,-1,-2,-1,7465,2790,1323,156,-177,2406,2790,1323,156,2,2583,1581,"0"
"5369",320000,"2","1","2",27,-1,0,0,0,-1,0,19950,24544,31236,66091,5800,5800,5000,10000,36091,5800,0,464,"0"
"5370",20000,"2","2","2",22,0,0,0,0,0,0,15247,16561,17280,18431,18341,19569,1575,1294,1596,655,1669,0,"1"
"5371",5e+05,"2","1","2",43,-2,-2,-2,-2,-2,-2,274261,209672,179618,152069,110763,69267,11375,5066,5145,5145,5117,5086,"0"
"5372",20000,"2","1","2",24,-1,-1,-1,-2,-2,0,1908,1278,0,0,0,0,1405,0,0,0,0,0,"0"
"5373",1e+05,"2","2","1",28,0,0,0,0,0,0,36428,48850,20904,13955,14573,16084,6000,5000,1000,4000,5000,8000,"0"
"5374",80000,"1","2","2",30,-1,-1,-1,-1,-1,-1,5092,4623,1944,15361,13286,5848,4623,1963,15361,13286,5848,0,"0"
"5375",50000,"1","2","1",28,2,0,0,0,0,0,42435,44030,43979,31508,16519,19231,3000,2000,2000,2000,3000,1000,"1"
"5376",60000,"2","2","1",48,0,0,0,0,0,0,56899,58032,59624,58124,58852,58872,2080,2530,1865,1445,293,1545,"0"
"5377",140000,"2","2","1",35,0,0,0,0,0,0,62244,55125,48943,42337,35446,29383,2000,2200,2000,1300,2000,0,"0"
"5378",270000,"1","2","2",31,0,0,2,2,2,2,21129,16616,16911,14692,13907,10660,1697,2500,0,1000,0,2000,"0"
"5379",260000,"2","2","2",24,0,0,0,0,0,0,68411,60386,48663,50998,53835,56728,2500,4000,4000,3835,3805,3000,"0"
"5380",150000,"2","2","2",40,0,0,0,0,0,-2,157548,164305,156201,149975,0,0,160812,3173,3749,0,0,0,"1"
"5381",220000,"1","1","2",34,2,2,0,0,0,2,203101,185384,149839,142404,120918,87005,311,38024,8105,10117,37,5264,"1"
"5382",150000,"1","1","2",25,-1,-1,-1,-1,-2,-2,3125,8418,797,-3,-3,-3,8443,799,0,0,0,0,"0"
"5383",390000,"2","4","1",40,0,0,0,0,0,0,195688,199033,197961,195958,196019,199014,7636,5653,5545,5532,5859,6818,"0"
"5384",1e+05,"2","2","2",31,0,0,0,0,0,0,91344,92309,94421,97486,97604,97241,3309,4421,5486,3400,3541,3894,"1"
"5385",2e+05,"1","1","2",29,-1,-1,-1,-1,-1,-1,99,99,99,99,99,348,99,99,99,99,348,0,"0"
"5386",220000,"2","1","2",30,0,0,0,0,0,0,204491,176733,174680,61523,61415,61982,7000,7500,2369,2000,2078,2500,"0"
"5387",210000,"1","1","1",34,0,0,0,0,0,-1,42617,67734,66612,65799,-41,8208,30020,4043,10329,0,8249,2572,"0"
"5388",20000,"2","2","2",23,2,0,0,0,0,0,11995,13324,14029,14308,14625,18245,1528,1233,512,547,3880,0,"1"
"5389",260000,"2","2","1",36,0,0,0,0,0,0,59127,60344,61641,60715,57116,58318,2200,2300,2200,2060,2119,2293,"0"
"5390",360000,"1","1","1",57,-1,-1,-1,-1,-1,-1,2505,4070,3307,0,380,2566,4070,3307,0,380,2566,166,"0"
"5391",2e+05,"2","1","2",26,-2,-2,-2,-2,-2,-2,2179,6440,3908,-5,1060,2996,6440,3908,5,1065,3000,1108,"0"
"5392",160000,"2","2","1",25,-1,-1,-1,-1,0,0,8030,8030,8030,19069,15359,10846,8030,8030,19069,5359,377,5877,"1"
"5393",2e+05,"2","2","1",46,0,0,0,0,0,0,47403,37835,30212,26302,20465,12460,1550,1503,5000,3000,1000,5000,"0"
"5394",20000,"2","3","1",61,2,2,2,2,0,0,2730,5461,6218,5970,8945,9896,2800,1000,0,3100,1100,0,"1"
"5395",360000,"1","1","1",32,-1,-1,-1,0,0,0,2612,3218,6989,2729,1436,-14,3234,7021,6,7,0,0,"0"
"5396",50000,"2","3","1",51,0,0,0,0,0,0,50448,34741,21312,17398,17773,17368,2017,2130,500,2000,2000,2000,"1"
"5397",310000,"2","2","2",26,0,0,0,0,0,0,40604,42926,44209,45472,46739,47895,3000,2000,2000,2000,2000,1000,"0"
"5398",50000,"1","3","2",35,0,0,0,-1,-1,-1,41646,43257,31473,1473,1473,3873,4000,5300,1473,1473,3873,390,"0"
"5399",50000,"1","1","2",27,0,0,0,2,2,2,17468,48675,36287,30691,29901,49293,32400,4000,1200,0,20000,2000,"0"
"5400",2e+05,"1","2","2",31,0,0,0,0,0,0,173103,176817,180416,184018,188151,199766,6500,6546,6600,7100,15000,0,"0"
"5401",20000,"1","2","2",24,0,0,0,0,0,0,16793,18215,18679,16264,17119,10550,1700,1150,467,1000,1200,400,"0"
"5402",240000,"1","2","1",44,-1,-1,-1,-1,0,-1,5428,9054,13158,6507,2955,1092,9064,13158,6860,2295,1092,2076,"0"
"5403",360000,"2","1","2",27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5404",1e+05,"1","3","2",48,0,0,0,0,0,0,58430,36846,35538,34958,34039,33650,2000,2000,2000,2000,2000,20000,"0"
"5405",260000,"2","1","1",31,0,0,0,0,0,0,263688,257381,260497,261593,264184,264598,5495.85623358254,9501,9577,9584,10006,9269,"0"
"5406",50000,"2","3","1",52,0,0,2,-1,0,0,22916,13238,346,14580,11231,10804,5495.85623358254,0,14580,500,458,873,"1"
"5407",170000,"2","3","2",56,-1,-1,-1,-1,-1,-1,390,17450,13366,17446,17056,16666,17450,13366,20894,17056,16666,34256,"0"
"5408",70000,"1","3","2",38,0,0,0,0,0,0,68370,69911,69970,57118,27510,27176,2682,2563,1568,970,1000,2000,"1"
"5409",30000,"2","1","2",46,0,0,0,0,2,0,18910,20592,21949,24116,23430,25044,2000,2000,2535,0,2000,2300,"0"
"5410",120000,"2","2","1",33,0,0,0,0,0,0,90575,88443,88681,87364,87742,87943,3204,3214,4001,3254,3325,3500,"0"
"5411",130000,"2","3","1",43,3,2,2,2,2,2,19085,18491,20579,19950,21625,21129,0,2400,0,2000,0,1800,"1"
"5412",20000,"1","2","3",48,0,0,0,2,0,0,16537,16192,16926,17333,16820,17175,1500,3500,1000,1000,1000,1000,"0"
"5413",5e+05,"1","2","1",33,0,0,0,0,0,0,5322,5920,6061,7289,8313,6490,1125,1280,1791,1528,1512,1370,"0"
"5414",160000,"2","2","2",32,2,2,2,2,-1,0,400,400,400,0,20818,20818,0,0,0,20818,0,0,"0"
"5415",50000,"2","3","1",33,0,0,-2,-2,-2,-2,23500,0,0,0,0,0,0,0,0,0,0,0,"0"
"5416",240000,"2","2","1",32,0,0,0,-2,-2,-2,24615,27500,0,0,0,0,5000,0,0,0,0,0,"0"
"5417",50000,"1","2","1",30,0,0,0,0,0,0,48591,37944,50135,49526,19686,19374,12000,13000,5000,4010,6000,3000,"0"
"5418",360000,"2","1","2",42,-2,-1,-1,-1,-1,-2,45603,29788,2950,6366,11480,222,29882,2950,6366,11480,222,4285,"0"
"5419",30000,"2","2","2",22,2,2,2,0,0,0,27201,27873,25406,23339,17869,15284,4000,0,2000,2000,1500,1000,"1"
"5420",280000,"2","1","2",27,0,0,0,0,0,0,56144,58180,34855,36000,37684,22478,5000,5000,2000,2000,2000,2000,"0"
"5421",260000,"1","2","2",44,0,0,0,0,0,0,99176,63497,51524,52681,53852,55967,2259,2000,2000,2000,3000,1681,"0"
"5422",2e+05,"2","1","2",32,-2,-2,-2,-2,0,0,0,0,-10542,148287,146948,148772,0,1685,326974,4796.35716810584,5500,6000,"0"
"5423",410000,"2","1","2",25,-1,-1,-1,-1,-1,-1,4151,4357,10513,9137,7781,28870,4357,10513,9137,7781,28870,15000,"0"
"5424",5e+05,"1","1","1",43,-1,-1,-1,0,0,-1,14872,53132,74478,61069,37369,2581,53421,74559,1343,907,2592,42767,"0"
"5425",480000,"2","2","1",38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,30000,1708,1292,1010,772,705,"0"
"5426",20000,"1","2","2",36,0,0,0,0,0,0,11179,11985,14372,15619,16376,16738,1300,2600,1500,1000,1000,2000,"0"
"5427",50000,"2","2","2",31,2,0,0,2,2,0,28133,29461,32067,31252,32633,33965,1800,3400,0,1900,2000,0,"1"
"5428",260000,"2","1","2",29,-1,-1,-2,-1,-1,-1,470,0,0,550,880,1287,0,0,550,880,1287,925,"1"
"5429",180000,"2","1","2",28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"5430",110000,"1","2","2",26,0,0,0,0,0,0,49732,46766,41796,44251,42921,37748,2300,2000,3000,3000,2000,10000,"0"
"5431",60000,"2","3","1",28,1,2,2,0,0,0,60718,60791,46345,44425,17785,17796,2258,0,1573,800,800,800,"0"
"5432",1e+05,"2","1","2",26,0,0,0,0,0,2,2405,3420,4286,5302,6829,6574,1214,1080,1096,4796.35716810584,0,394,"0"
"5433",210000,"2","1","2",33,0,0,-2,-2,-2,-2,6309,0,0,0,0,0,0,0,0,0,0,0,"1"
"5434",50000,"1","3","2",26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"5435",150000,"2","1","2",26,0,0,0,0,0,0,101569,103688,107321,106614,108805,111012,3756,5350,2562,2629,2669,2739,"0"
"5436",50000,"2","1","2",25,0,0,0,-2,-2,-2,50380,38712,0,0,0,0,4000,0,0,0,0,0,"0"
"5437",4e+05,"2","1","2",30,0,-2,-1,-1,0,0,2912,2668,3222,21755,15258,16002,2668,3222,21755,500,1000,475,"0"
"5438",20000,"1","2","1",35,1,2,0,0,0,0,24122,23089,22422,20794,19914,7476,1300,1481,503,2019,233,100,"0"
"5439",80000,"2","3","2",50,-1,-1,-2,-2,-2,-2,7506,0,0,0,0,0,0,0,0,0,0,3106,"0"
"5440",1e+05,"1","1","2",27,0,0,0,0,0,0,55734,52557,33415,28776,17580,6441,1631,1286,5208.03380836871,645,909,200,"0"
"5441",270000,"2","2","1",34,0,0,0,0,0,0,74813,75221,73293,72213,74734,76089,3000,4000,4000,5000,4000,5000,"0"
"5442",50000,"1","2","2",24,0,0,0,0,0,0,46521,47597,48799,41286,16764,16960,2150,2352,1239,717,585,589,"0"
"5443",4e+05,"1","3","1",51,0,0,0,0,0,0,373702,343591,352484,338823,283288,185288,13000,15000,14000,11500,8000,7000,"0"
"5444",20000,"1","1","2",23,0,0,3,2,0,0,3286,6341,6097,6339,5143,5126,3300,0,511,300,300,1500,"0"
"5445",50000,"2","1","2",26,1,-2,-2,-2,-1,-1,-1,-1,-1,-1,349,350,0,0,0,350,351,4076,"0"
"5446",180000,"1","1","2",29,-1,-1,-1,-1,-1,-1,51041.1217259652,18213,4390,1016,4745,0,18213,4390,1016,4745,0,0,"0"
"5447",270000,"1","1","1",51,-1,-1,-1,-1,-2,-2,19984,2099,12985,0,0,0,2099,13056,0,0,0,0,"1"
"5448",60000,"1","3","2",41,-1,-1,-1,-1,-1,-1,51041.1217259652,29123,26766,-1644,6398,5556,29687,30000,0,20009,10000,10000,"0"
"5449",90000,"2","2","2",24,0,0,-2,-1,-1,-2,3386,-63,0,1176,0,0,0,780,1176,0,0,0,"0"
"5450",460000,"2","1","1",43,-2,-2,-1,0,0,0,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700,"0"
"5451",230000,"2","2","2",31,0,0,0,0,0,0,170041,174811,177733,182106,183965,186979,9800,6418,8000,7000,6618,11000,"0"
"5452",240000,"1","1","2",30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,5208.03380836871,0,0,0,"0"
"5453",260000,"2","2","1",35,0,0,0,0,2,0,70098,70972,77604,82681,81244,83268,2598,7835,6386,0,3795,4000,"0"
"5454",150000,"2","3","1",28,0,0,0,0,0,-2,3558,4725,2980,3234,0,0,2000,1000,2234,0,0,0,"0"
"5455",240000,"2","1","2",29,-1,2,2,-2,-2,-2,3126,3126,626,626,776,783,626,626,626,776,783,1252,"0"
"5456",180000,"2","2","1",42,0,0,0,2,0,0,102449,104807,111048,107782,110879,113666,5500,9500,0,5000,5000,5000,"0"
"5457",360000,"1","1","1",37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5458",250000,"1","1","2",29,-1,-1,-1,-1,-1,-1,520,2047,1155,3582,580,1398,2047,1155,3582,580,1398,1660,"0"
"5459",30000,"1","2","2",35,1,3,2,2,2,2,14320,13808,13289,14068,14596,14212,0,0,1000,900,0,1431,"1"
"5460",140000,"1","1","2",32,0,0,2,2,2,2,32678,37303,37114,38687,41338,40645,5400,600,2400,3500,0,1539,"0"
"5461",5e+05,"1","1","1",40,-2,-2,-2,-2,-2,-2,5255,721,17252,7388,6069,0,721,17252,7421,6069,0,0,"1"
"5462",20000,"1","2","2",50,1,2,3,2,2,3,10056,12571,12086,11595,13197,12700,3000,0,0,1800,0,0,"1"
"5463",210000,"2","1","2",27,0,0,0,0,0,0,18430,19809,21482,23118,23437,24900,2000,2000,2000,1000,2000,2000,"1"
"5464",170000,"1","2","2",31,0,0,0,0,0,2,136330,173367,160847,87399,74761,38798.6761096804,46000,10002,3046,5000,0,10000,"0"
"5465",70000,"2","2","2",23,0,0,0,0,0,0,49605,51804,53041,55150,57098,59141,3000,2700,3000,3000,4828.11669441501,4700,"0"
"5466",180000,"2","2","1",41,0,0,0,0,0,0,9309,7596,9086,11477,4817,7121,1119,1609,3000,2500,5000,5000,"0"
"5467",280000,"1","2","2",27,-2,-2,-2,-2,-2,-2,1566,2872,1572,2437,1572,1572,2891,1586,2444,1586,1579,1579,"0"
"5468",170000,"2","2","2",28,-1,0,0,2,0,0,2948,3848,5646,5464,5577,5889,1105,1903,0,296,500,95,"1"
"5469",250000,"2","2","2",29,2,2,2,0,0,0,252354,258503,252087,246649,177663,125960,11783,0,8065,5404,5000,5000,"1"
"5470",140000,"2","2","2",24,0,0,0,0,0,0,38483,43627,35893,40883,16256,14354,10169,20000,15000,628,1392,1200,"0"
"5471",30000,"2","2","2",22,-2,-1,2,-1,-1,-1,0,2343,126,4462,0,150,2343,0,4462,0,150,860,"0"
"5472",50000,"2","1","2",29,1,-2,-2,-2,-2,-1,0,0,0,0,0,429,0,0,0,0,429,250,"0"
"5473",120000,"1","1","2",28,0,0,0,0,0,0,35220,38036,38746,40107,41464,42680,3700,5809.67036737989,2000,2000,4828.11669441501,1800,"0"
"5474",260000,"2","3","1",41,0,-1,-1,0,0,0,2472,8160,4549,5502,3487,5416,8160,4549,1056,139,2000,381,"1"
"5475",1e+05,"2","1","2",26,1,-1,-1,-1,-1,-1,0,632,0,316,632,0,632,0,316,632,0,316,"0"
"5476",80000,"2","2","2",24,0,0,0,0,0,-1,13118,11622,12011,3210,1651,2256,1500,1511,1000,1000,2256,924,"0"
"5477",90000,"2","3","1",25,-1,-1,-1,-1,0,-1,3363,48957.3671365772,1473,390,390,780,174,1473,780,0,780,0,"1"
"5478",70000,"2","3","1",54,0,0,0,0,0,0,37717,38744,40538,39489,11590,11835,1655,2449,2400,414,431,500,"0"
"5479",390000,"1","1","1",33,0,0,0,0,0,0,17794,23518,28139,32711,36215,40650,6000,5809.67036737989,5000,4000,5000,8883,"0"
"5480",2e+05,"2","1","2",44,0,0,0,0,0,0,35210,34606,34800,33275,33435,32778,1858,2100,2000,3435,3000,3277,"0"
"5481",360000,"1","2","2",38,-1,-1,-1,-2,-2,-2,176,252,0,0,0,0,252,0,0,0,0,0,"0"
"5482",50000,"1","2","2",26,0,0,0,0,0,0,49458,50135,49889,20459,19727,19354,2200,1500,1933,600,461,350,"0"
"5483",50000,"2","1","2",22,0,0,0,0,0,0,41940,41811,35920,19987,18971,18654,1748,1253,2504,1004,1509,4495,"1"
"5484",110000,"2","2","2",31,2,0,0,0,0,2,1472,2785,5496,7496,9298,3340,1500,3000,2000,2000,0,93665,"1"
"5485",170000,"1","3","1",51,0,0,0,0,0,0,55396,56493,55594,50417,45347,46247,8000,6000,1709,1645,1653,1725,"0"
"5486",80000,"2","2","1",41,0,0,0,0,0,0,52564,53681,56893,59021,117568,72869,1963,4120,3069,2215,30000,3000,"0"
"5487",20000,"2","2","2",22,0,0,0,0,0,0,5099,5835,6763,7283,7370,7371,1200,1257,1000,420,502,500,"0"
"5488",120000,"2","2","2",30,0,0,0,0,0,0,121280,123176,121907,123949,112430,114322,6026,6000,6300,4000,4300,4322,"0"
"5489",50000,"1","3","1",22,0,0,0,0,0,0,46450,47599,48456,44546,43256,13342,2200,2016,2009,2092,1020,1018,"0"
